word,frequency
lewd!,1
Running.,1
Existing,1
hilt.,1
Wyatt...,3
black-,1
Haired,1
"dealt,",1
Else's.,1
free:,1
"fallible,",1
"wrong-headed,",1
"Deluding,",1
Benighted,1
Known.,1
"withal,",1
"Worst,",1
self-pity,1
frailties.,1
Hurts.,1
Agree?,1
"Wyatt,",16
Feeney's,1
bounds.,1
Revenge?,1
Ringo's,2
Literally,1
Instinct.,1
Doc-,1
Defile,1
Wyatt!,4
"Change,",1
dusky-hued,1
"""she""",1
WYATT,1
"""She""?",1
youself,1
Forsaking,1
"maiden,",1
Driven,2
Tycoons.,1
Mattie,1
Blaylock.,1
Mattie'll,1
cosmopolitan.,1
gambling's,1
faro,2
Frederic-fucking-Chopin.,1
Nocturne.,1
"Susanna"".",1
"""Camptown",1
"Races"",",1
Stephen-stinkin'-Foster!,1
"Tray""?",1
"Tray"".",1
'em-,1
Earp,2
"sophisticates,",1
Vermillion?,1
Crawfished,1
Blazin'!,1
Stinkin',1
Thousand!,1
Cowboys.,3
Colorado's,1
Mexico's,1
Ringo...,1
breezed,1
"Mouth,",1
reasoning,1
Earth'd,1
McMasters,1
vermin-,1
Should've,1
undertakers.,1
preachers.,1
Rockies?,1
sneak.,1
tangle.,2
interlude.,1
Josie...,1
Stapp,1
Fortuitous,1
Windfall.,1
adultery.,1
Sense.,1
"Proper,",1
Unladylike,1
Behan?,1
"Fact,",1
laughing!,1
mare's,1
Meet.,1
fortuitous.,1
Name's-,1
Cowboys're,1
Corral.,1
Barged,1
Slappin',1
High-class,1
bummers,1
"Drovers,",1
owner-operator.,1
dirt?,1
Mattie.,3
"Yourself,",1
rein,1
Stakes,1
Lives.,1
ridin'.,1
Celia,1
Prefer.,1
laudanum,1
waterhole's,1
mid-morning.,1
Florentino!,1
say'll,1
do's,1
dog-catcher.,1
brothers've,1
Cowboys,4
Clanton,3
Off.,1
Mood.,1
"lawman,",1
lawmen.,1
Dog-catchers,1
"McMasters,",1
dog-catcher,1
"Morg,",3
dyin'?,1
Too.,2
Hurt?,1
Wonderin',1
Clum's,1
"Dark,",1
"back-shootin',",1
Hell're,1
thunder's,1
"Virge,",7
Morg.,2
Fights.,1
marshal.,1
Spiritualism...,1
Somethin'.,1
Practical,1
Virgil!,2
tired-,1
heeled,2
bulge,1
Doc's,1
Posseman's,1
500...,1
sheaf,1
warrants.,2
Served.,1
"Prisoners,",1
Behan.,1
affair...,1
Bundle,1
Virge.,1
Ourselves,1
Morgan'll,1
Doc'll,1
nervy,1
howitzer.,1
Breakin',1
Misdemeanor?,1
"Clanton,",2
"Fuller,",1
Claiborne.,1
vulture.,1
"Kinda,",1
lootin',1
Croesus,1
side-track,1
Acquired?,1
quarter-interest,1
Oriental.,2
Prescott?,1
Busted.,1
doted,1
frowner,1
Allie-girl...And,1
Louisa!,1
Darlin'.,1
Curly,1
Spooky?,1
full-blast,1
"hostesses,",1
"Gamblin',",1
Fist.,1
High-rollers,1
saloons?,1
007,1
Bukharin?,1
007's,1
'assistance',1
"wine-sniffing,",1
skirt-chasing,1
spy?',1
silence:,1
"economy,",1
"NATO,",1
gulf.,1
protected?!?!,1
MI-6.,2
Tokyo;,1
"unaware,",1
campfire.,1
plutonium,3
'Great',1
"pout,",1
'Lloyd's,1
London.',1
...Words,1
weapons;,1
Walther,1
PPK.,1
Bond!,6
"preposterous,",1
disinformation...,1
disseminate,1
...Although,1
armies;,1
legions;,1
divisions:,1
soldiers:,1
"take-over,",1
Charles:,1
Harmsway,9
Shanghai...,1
opium...,1
colony's,1
Rogue's,1
"Lumpur,",2
depressive:,1
"Fits,",1
inappropriate',1
Playboys.,1
Pans,1
"currency,",1
Bond:,1
Valentin's,1
subjects...,1
Winch.,4
Strait.,1
'Ghost,1
Dragon.',1
auto-pilots?,1
positioning,2
receiver?,1
Lumpur,2
off-course,1
auto-pilot;,1
cargo;,1
Strait,2
"Malacca,",1
007.,11
Satisfying,1
Moneypenny!,2
indiscreet!,1
James:,1
Sargasso,1
Sea?,2
linguist...,1
Tsi,3
"tien,",3
Chien-penny.,1
Moneypenny...,1
'kiss,1
granddaughters.,1
"Q,",1
manufacturers,2
holders?,1
refinements:,1
"Smoke,",1
Fully,1
"instrumentation,",1
'9',1
"Picture-phone,",1
"fax,",2
meteorolog-,1
ical,2
vector-,1
Retired.,1
Q!,1
Endangering,1
overreacting?,1
cutter!,1
uranium?,1
Harmsway?,3
stunts?,1
Paris?!?,1
considerations?,1
007:,1
contributor,1
descended,2
Aberdeen?,1
"""Aberdeen",1
"Harbor""",1
ex-KGB,1
illegal-arms,1
long-time,1
"scurrilous,",1
mogul.,1
Kong;,1
satellites;,1
Theme,1
parks.,1
Q's,2
were:,1
"""Hopefully,",1
band???,1
watch:,1
signaling,1
locks;,1
microprocessor,2
Swipe,1
'Knotty',1
Plastique,1
blast;,1
detonator,1
Shoelaces?,1
Q?,1
Lumpur.,1
Jimbo?,1
Citibank.,1
Commercial,1
refinance,1
"Winch,",2
bow!,1
"Fog,",1
Jimbo!,1
Spends,2
Cheong?,1
'undercover',1
Transportation.,1
Natalya?,1
Seized,1
garden:,1
Blooms,1
engine?,1
oars?,1
Happily.,1
affirming',1
One-third,1
Lloyds,2
Yes???,1
"controlled,",1
reason???,1
something???,1
railing.,1
'trust,1
deranged.,1
Dutch?,1
Uncle!,1
funny:,1
suave!,1
Winch:,1
'seduce,1
destroy',1
Chaperone.,1
Taro.,1
stirred.,2
frigate,1
"flame,",2
uniform'?,1
Roebuck:,1
Communism?,1
"Carnival,",1
MI-6,2
"007,",4
'Able,1
story',1
world-wide,1
Johnstone.,1
Everhart.,1
Mandarin.,1
Cantonese?,1
Sakwa!,1
Ja-shwa,1
tsway.,1
"Good-day,",1
aground.,1
Pencil,1
Aye-aye,1
timber.,1
Floats,1
Muncy!,1
...Well!,1
investigation!,1
condition:,1
Bore,1
grinders.,1
fondly.,1
water;,1
50th,1
stairwell!,1
Fueled,1
Stamper,1
Hussein,2
true!!,1
services?,1
SB-9,1
"Yield,",1
kiloton.,1
box???,1
that?!?,1
box??,1
Dae,1
Yung.,1
seven:,1
woodsy,1
noontime?,1
farmer;,1
Br...,1
tuck.,1
Sunny's,1
almanac.,1
gophers,1
repaired.,1
pip,2
Okra?,1
folk's,1
cadence,1
Beale,1
Emory.,1
Emory,5
Hocker,4
whatnots.,1
irreverent.,1
"gold.""",1
"them,""",1
"""Boy,",1
"sinfulness.""",1
"""Man,",2
"dream.""",1
hollered,1
"""Sinning.""",1
"chitlins.""",1
earth...,1
babying,1
alike...,1
Hattie?,1
plough.,1
wrung,1
hogs.,1
Iron?,1
"Sunny,",1
Hattie,2
"repented,",1
Okra,3
Tolerable,1
cod,1
"Bottoms,",1
"somebody""",1
redeeming,1
Stranger,2
"Emory,",2
"Hocker,",1
Hocker's,1
"persimmon,",1
bush?,1
lynched.,1
persimmon,1
lynched?,1
Clara's,1
fatten,1
tappy,2
"weariness,",1
heart;,1
"folly.""",1
Lulla's,2
comeuppance.,1
afterbirth',1
Sinai.,1
toby?,1
toby,1
Gideon's,1
raffish.,1
"55,",1
Okra.,1
button-up,1
jackass.,1
hen's,1
raffish,1
Skip?,1
Counting,2
sunflowers,1
Tolerably,1
Woody!,12
Buzz!,6
"""Bye,",1
Woody's,1
Woody?,2
Yeah!!!,1
"Yuk,",1
"yuk,",1
yuk,1
toy!,2
toy...,1
Planet?!,1
beyond!,2
prizes!,1
"GREAT,",1
Mm-hmmmmm.,1
mistletoe?,1
Whoooooah!,1
Bo!,1
ramp!,1
heh...oh,1
flock.,1
Aach!,1
Buzz?!,1
ha!!,1
Infinity,1
Beyond!!,1
Buzz!!,4
flying!!,1
Ahhh!!,1
Ha-ha!!,1
Woody?!,2
rocket!,1
NO-O-O-O-O-O-O!!,1
fellahs.,2
touch!,1
here...NOW.,1
Lightyear.,2
whoosh,1
COOL,1
TOY!,1
"I...Buzz,",1
training...wasted!!,1
"window...Buzz,",1
Sh-h-h-h-h!!,2
sham!!,1
Nesbit!!,1
Darjeeling,1
canceled!,1
savages!,1
Hoo-cha!,2
karate,1
recharged,1
Spaceship.,1
Hyper-active,1
"hyperdrive,",1
"astro...uh,",1
hyperdrive?,1
harnesses,1
you...home.,1
spacefreighter,1
jettisons,1
WHAT?!!,1
fault?!,1
fault!!,1
idiot!!,1
"nava-computer,",1
lose!!,1
toy...it's...it's,1
Trouble?!,1
Lightyear!!,1
"Lightyear,",1
"Scud,",1
fellah.,1
spacemen.,1
TOYS.,1
alien!,1
"""Buzz",1
"Lightyear?""",1
Lightyear!,1
Command?,1
WOODY,1
spaceman,1
strip?!,1
"Lightsnack,",1
flying!,1
Lightbeer!,1
Can't!,3
Can!,1
terillium-carbonic,1
pre-school,1
T-O-Y.,1
Toy.,1
Toy?,1
yourself!!,1
boosters.,1
"fuels,",1
crystalic,1
fusion?,1
HO-YAAAHH!!!,1
Hello-o-o...,1
what?!...What?!,1
wingspan.,1
laser!,1
blinks!,1
everyone!!,1
sheepish.,1
Murderer!,1
bedroom!,1
peeking?,1
Ohhh!,5
G-6.,1
B-3.,1
dibs,1
pull-,1
Spudhead.,1
presents?!,1
MOM!!,2
...pre-e-epped.,1
telling!,1
NO-O-O...,1
my...operations!,1
Janie!,1
Aa-a-a-a-ah!,1
atrocities?!,1
Lightyear?,1
Mattel.,1
"Mattel,",1
buy-out.,1
Playskool.,1
replaced?,1
MISTAKE,1
lizard!,1
voice-box,1
pull?!,1
DON'T?!,1
Slink!,2
back-stabbin',1
Laser-envy.,1
lunchbox...?!,1
lunchbox?!,1
kindergarten!,1
best-friends,1
Woody!?,1
serious!!,1
ROOAAAARR!!!,1
monkeys!,1
confrontations.,1
intrusion!,1
Resume,1
one...It's,2
a...it's,1
boardgame!,2
Battleship,1
"Battleship,",1
Alright...Andy's,1
"Bird,",2
SIR!,1
Sargent.,1
Slinky?,2
W-w-w-we?,1
sky!!,1
Sid!!!,1
BUSY!,1
Corporal!,1
"cramping,",1
no...it's,1
Yessss!,1
heh!,1
howdy,1
Uh-h-h-h...nothing!,1
happy!!,1
news?!,1
Slink.,1
Slink,1
fondest,1
youngest.,1
mouthful!,1
Jonathon.,2
Jonathon,1
Reprieve.,1
Jove,1
fester.,1
swan!,1
"catching,",1
"<i>furious</i>,",1
"bark,",1
<i>what?</i>,1
Curled,1
plaits.,1
braids.,1
Irish!,1
unsanctified,1
Francie,1
Storms?,1
ploughed,1
built;,1
"P.I.,",1
Misdemeanor,3
"poof,",1
"Wakefield,",2
minor;,1
expunged,1
Salazar,4
Madrigal,4
Madrigal...,1
Salazar.,2
Manolo.,1
Obregon,5
"Helena,",3
influenced.,1
picturing,1
"debt-ridden,",1
honed.,1
Laundromats,1
businesses?,1
"Arnie,",7
'85.,1
wack-a-mole.,1
"""sales",1
"force""",1
scattered...,1
jaywalk...,1
fundraiser,1
A.L.V.,1
"tape-recorded,",1
DEA's,1
"arraignment,",1
Leica's,1
scotches,1
medicating,1
face-time,1
Czar.,2
delicately.,1
arbitration,1
Superfund,1
Concert.,1
DUI,1
hysterical...,1
puking...,1
Czarina.,1
Czarette.,1
czar.,1
platitude.,1
Supportive,1
maxed.,1
lien.,1
"""face",1
"time"".",1
legalized,1
legalization.,1
legalize,1
"mobbed,",1
legalizing,1
"Calcutta,",1
Finalist.,1
Hi-Q,1
Thespian.,1
volleyball,2
Courtney,1
bourbons,1
Sarcasm.,1
freebase?,1
skill?,1
Winners,1
stickers?,1
Maradona,1
Montel,2
Maradona.,1
Metzger.,1
vibrating,1
basin,1
telltales.,1
giveaways.,1
Medicinal,1
cynical?,1
Czar?,1
categories:,1
"Warren,",1
Putnam,1
ice-cream?,2
"...Actually,",1
Eduardo,3
"Cartel,",2
"Monty,",1
futility,1
pointless?,1
attitude's,1
entrepreneurial,1
USA.,2
regression,1
officials?,1
business:,1
"Ensenada,",1
hydroponic,1
raspberries.,1
Cartel,4
Fishing,1
Eduardo?,1
Huey?,1
airlift?,1
mule's,1
Tigrillo,2
smuggling.,1
"high-impact,",1
pressure-molded,1
Odorless.,1
Undetectable,2
Espastico,1
Jacobo.,1
"odor,",1
Ayala.,1
Marquez?,1
Obregon.,1
Javi!,1
Javi,1
Madrigal's,1
"Guzman,",1
"Tomas,",1
psycho-cokehead-,1
hitman.,1
Filing,1
Salazar?,1
house-trained?,1
Cartel.,1
Javier,2
cartels?,1
Juaraz,1
"cartel,",1
influence?,1
Tijuana?,1
"Adler,",1
chainsaws,1
libertarians.,1
Gacy,1
technicalities?,1
x-,1
"tripled,",1
NAFTA,1
1.9,2
tractor-trailers.,1
pedestrians,1
dumpster?,1
"drugs?,",1
product's,1
"similar,",1
experimentation.,1
Addicts,1
demand?,1
addiction?,1
cartels.,1
Salazar's,1
Madrigal.,1
Landry,1
autocratic,1
helped;,1
self-defeating.,1
Landry?,1
partisan,1
well-versed,1
"Warehouses,",1
interdiction,1
lieutenants...,1
Mapping,1
genome.,1
Bowman's,1
pish.,1
doss,1
senseless.,1
bicarb,1
Sorry's,1
Ninteen.,1
Franco.,4
dodgiest,1
dodgie,1
mind:,1
"skag,",2
Begbie,2
shite,2
Saughton.,1
sailors?,1
Forrester?,1
"Spud,",3
buftie,1
Kempton,1
Fr.,1
Rents:,1
skag.,2
steady',1
punt,3
Ziggy,1
Gemmill,1
Eh-,1
"adventurous,",1
Cosmopolitan.,2
"neglected,",1
downers.,1
toxoplasmosis,1
Lizzy,1
toxoplasmosis.,1
full-blown.,1
Returned,1
'gone'?,1
"Strive,",1
"motto,",1
motto,1
Edinburgh's,1
halcyon,1
"Renton,",1
"governor,",1
Employment.,1
"""foot",1
"door"",",1
Craignewton,1
Spud.,2
dab?,1
footballer.,1
"tightrope,",1
tightrope.,1
"DSS,",1
Giro,1
skag,2
punting,2
{----------,1
Swanney,2
Swanney's,2
----------,1
swanney's.,1
sideline,1
humpty,1
"Rents,",1
"no-hopers,",1
"draftpacks,",1
"schemies,",1
addicts.,1
lassies.,1
fiver,1
coining,1
Eughh.,1
cooking',1
Spud's?,1
Swanney's?,1
Boy's?,1
"sympathetic,",1
Moneypenny.,1
sights?,1
illustrated.,1
Untouchables?,1
"Niven,",1
"McLaren,",1
Presley.,1
"Bowie,",1
Roald,2
Dahl.,2
Healthier.,1
Radiant,1
Fleming?,1
Screenwriter?,1
Gilbert.,1
Nineteen-sixty-seven.,1
"drawback,",2
"Lancaster,",1
"shite,",1
Spud,1
worry:,1
pished.,1
bird:,2
Goldfinger's,1
Thunderball,1
notable,1
Swanney.,1
"mobile,",1
oriental,2
"Thailand,",1
tenners,1
"inform,",1
advance?,1
fibre.,1
"Lizzy,",1
wanking.,1
radge.,1
decide.',1
"watermelons,",1
principally,1
perfectionist.,1
{leaving,1
"aside,}",1
"Beggars,",1
gubbed,1
Homeless,1
Beggars.,1
strengths?,1
horribly.,1
ship....,1
chariot!,1
"starship,",1
Barrier?,2
starship!,1
Barrier,2
undertook,1
Qual,1
tu?,1
secret's`,1
shuttlecraft,1
prearranged,1
Rescued,1
leave's,2
6.7,18
Plotting,1
blizzard!,1
Alert.,3
Closing.,1
Nimbus,3
consuls.,1
specs...,1
Galactic,1
"Peace?""",1
"informally,",1
starship?,1
blowscreen.,1
shaft?,1
Status.,1
Respond,1
"veiwscreen,",1
ER...,1
communicator?,1
apologizes,1
shuttlecraft.,1
non-operational.,1
Starlet,1
Sybok.,2
...mark,1
voice:,1
acknowledge.,1
rockets!,1
booster,1
marsh,2
melons.,1
"""c.""...",1
"""b""..",1
"""a""...",2
"""n""...uh,",1
"""d""...",1
"""t.""",1
Uh....that's,1
"""s.""",1
Sybok,9
Ka,5
Ree,3
Barrier.,3
Ree.,2
unerring,1
shipmates,1
designers,1
"brig,",1
escape-proof.,1
everything's...,1
Sybok's,1
Korrd-you,1
15.5,1
1.2,2
footspeed,1
Execute.,1
8563.,1
self-knowledge,1
Korrd's,1
strategies,1
"pasture,",1
Korrd.,2
"""Row,",3
"Merrily,",1
"merrily,",3
"dream..""",1
"boat...""",1
"""Row...""",1
"Row,",3
"Boat?""",1
"""Pack",1
"Troubles.""",1
singalong.,1
melon.,2
vital.,1
MM.?,1
free-climbing,1
Yosemite,1
realty,1
"Scource.""",1
"""Heaven.""",3
"""Eden.""",1
"""Qui'Tu.""",1
"Romulans,",1
"""Vorta",1
"Vor.""",1
Andorian,1
is..,1
unpronounceable.,1
"Sybok,",4
re-raise,1
Chekov..,1
he',1
currant,1
"got,""",1
Borgus,1
Frat.,1
arrogance...,1
vanity...,1
understand..,1
Reveal,1
decided...I've,1
lawsuit's,1
Dillinger's,3
Flynn!,3
"Tron,",2
Tron,5
"Program,",3
high..,1
Dillinger?,1
Paranoids,1
Yepper.,1
Meltdown...,1
But:,1
Flynn,4
ICOM,3
"""invented""",1
to...what,1
V.P.?,1
Paranoids?,1
Wayback,1
"for...oh,",1
ICOM.,1
"inventing,",1
...Space,1
Paranoids.,1
"""Embezzling""",1
Bailey...,1
embezzling?,1
siphon,1
Yeah...pain,1
access?,1
"Lora,",1
Yes...but,1
"roundtrip,",1
"disintegrating,",1
digitizing.,1
voila.,1
disintegrating,1
MCP,7
Program?,1
Tron.,3
Monitors,1
downtime.,1
seeding...great,1
"nuh-uh,",1
exactement!,1
haulin'!,1
feed...,1
"yessiree,",1
"'nuff,",1
"nyet,",1
"negatory,",1
"tintype,",1
Yesssss.,1
"""'yes""?",1
VDT,1
"2,415",1
Motors,1
appropriated?,1
68.71,1
trickier,1
Master-C.,1
Electronics,1
uncalled-for.,1
garage...,2
User,13
"MCP,",1
"sympathize,",1
de-rezzed...,1
Dumont!,2
Yori?,1
MCP...,1
Alan-One.,1
"User,",3
promises...,1
reassurances...many,1
Dumont...,1
hah.,1
de-rezzed,1
just-for,1
commune!,1
User.,3
Yori.,1
Simulation,1
tricky..,1
illusions...rough,1
navigating.,1
Programs,1
Sark?,2
Alan-One,1
most-the,1
"Users,",1
"programs,",1
levelled,1
Cycles,1
Tron...,2
Flynn...,3
Ram?,1
oops!,1
Flynn!!,1
good...they,1
there...that,1
Tanks...coming,1
fine...but,1
rakin',1
Alan...?,1
de-rezzed?,1
Jump.,1
"Yori,",1
physics...,1
diverted...,1
domains,1
juice's,1
fails...,1
Recognizer...,1
Recognizer,1
Alan-One...,1
PARAMUS...,1
Assist,1
Well...my,1
"""sector""",1
component...,1
Recognizers!,1
Like...my,1
Tron...?,1
survived!,1
"Remarkable,",1
"annuity,",1
"a...""guest""",1
Look...just,1
Dillinger'll,1
Swell...I'll,1
locates,1
"Touche,",1
cleancut,1
Sark.,3
calculator...,1
"Birthday""",1
"Yes...acknowledge,",1
Control...,1
Wait...I,1
But-what,1
can't...?,1
man-years!,1
wimps,1
Users,2
me...in,1
User?,1
moxie,1
Sark,1
recruit.,1
MCP.,2
creampuffs,1
Thank.,1
be...I,1
Users...you,1
nanoseconds!,1
surge...,1
beam's,1
Yes...it,2
Simulation...,1
Grid...to,1
to...in,1
"grown,",1
micro...,1
everything...like,1
Yori...,2
down-time...,1
Ohmygod.,1
jumpstart,1
moods:,1
"Girlfriend,",1
cake!,1
Trent,1
pumpkin?!,1
cupcake,1
honeybear,1
pumpkin?,1
Acquire,1
Renquist,2
workup,1
market-,1
"bop,",1
"Spider"".",1
Faisil.,1
loudspeakers.,1
basics...,1
Harriers,1
Chica.,1
immediately--,1
offerring,1
Tasker.,6
six-week,1
blow-job?,1
PAGE!!,1
typo--,1
spook!,1
ice-cube,1
trays,1
Helen--,1
hang--,1
"Hardcore,",1
"fanatical,",1
ultra-,1
fundamentalist.,1
Linked,1
"car-bombings,",1
Abu,1
Kaleem,1
Malik.,1
Superspy?,1
Butthead.,1
mid-east.,1
Renquist.,2
Khaled.,1
De-nail,1
boinkin',1
virgin--,1
Axl,1
bombardment.,1
"outgunned,",1
de-brief,1
HARRY?!,1
Talkradio.,1
sub-vocal.,1
"Gib,",1
Cheating?,1
Janice.,1
"Janice,",1
succeeding,1
Samir.,1
wimps.,1
export,1
Sanskrit,1
"Persian,",1
guy---,1
choke.,1
"amytal,",1
daughter--,1
towtruck,1
Natasha?,1
Boris.,2
conveying,1
Louder,1
Carlos',1
hideout?,1
"Tasker,",1
Simon...,1
faction?,1
troubleshooting,1
680,1
crashed...,1
meltdown--,1
bonehead,1
quick--,1
680...,1
discount...,1
elude,1
Yeeaoowww!!,1
Sooooo...,1
Dickless.,1
School-teachers.,1
suck-,1
leaf-blower.,1
"skanks,",1
Vette,1
Jackal?,1
"Kettleman,",1
McGrath.,1
SIT,1
Samir,2
convincingly,1
Tasker?,1
Renquist?,1
"separately,",1
"restroom,",1
Marriot...,1
Ssshhh!,1
Op.,1
Covert,1
Helen?,1
"Renquist,",1
elbowed,1
Wam!,1
"""T.J.",3
"Hooker""?",1
room-mate,1
Gotten,1
Worley.,5
rhymes.,1
billing.,1
"""Clarence",1
"Cancoon"".",1
Cancoon?,1
Cancoon.,1
turtledove?,1
scatch.,1
nigger-rich,1
airports,1
Dearborn.,1
frustratin',1
airplanes,1
drownin',1
"seein',",1
soapy.,1
"waterbed,",1
"chillin',",1
"Babalouey,",1
Quickdraw.,1
ninja.,1
poses,1
Drexl's,3
Worley?,5
One-Armed,1
Boxer.,1
"Professionals""?",1
teasin',1
"Bama,",1
clientele:,1
white-collar.,1
"Porsches,",1
"stockbrokers,",1
"beepers,",1
"""Dressed",1
"Kill"".",1
Drexl,9
"An,",1
slappin',1
Punchin',1
douche-bag,1
Slapped,1
stomch.,1
Arlene?,1
"Apache,",1
Drexl?,1
"Clarence.""",1
"""Alabama,",1
"""Heroes",1
"Sale""?",1
checker.,1
checker?,1
Whatd'ya,1
thumbtack?,1
knew:,1
batch?,1
OD'd.,1
misconceptions,1
Janis.,1
disguised.,1
"""Rookies""",1
"Hole""?",1
Earnest,1
Borgnine.,1
"U.N.C.L.E.""",1
"Hornet""",1
"""Spiderman""",1
couldda,1
Tallahassee,1
Turn-offs?,1
"Rourke,",1
Elvis's,1
"fu,",1
turn-ons?,1
Spector.,1
"Rebel"".",1
Tallahassee.,1
turn-ons,1
turn-offs?,1
"""Streetfighter"".",1
Action-packed!,1
Goobers?,1
assasin.,1
cops',2
Kicks,2
oriental.,1
Chiba.,1
Accidents,1
clumsiest,1
"gather,",1
"contractions,",1
zonkers.,1
bus-driver,1
"here."".",1
"Waldo,",1
Waldo.,1
Waldo,1
daughterly,1
smackeroo,1
catsup,1
forager's,1
"Okee-dokee,",1
Doggie-Daddy.,1
Auggie-Doggie.,1
Ding-Dongs.,1
thinketh,1
sherm,1
ass'll,1
niggers',1
naw!,1
pussy-eaters...,1
pussy-eatin',1
mugs.,1
"ass-kissin',",1
"""Coming",3
"Bag"".",2
Atlas,1
"gun"",",1
"to"".",1
Eastwood,1
pimp's,1
unhaunted?,1
haunted?,1
Apache.,1
Wannabee,1
"TV.""",1
diddle-eyed-Joe,1
damned-if-I-know.,1
"if"".",2
Bama?,1
"Dillinger,",1
Donowitz,3
callback.,1
Breck,1
heavies.,1
"Hooker"".",1
Drexl.,1
"freeloadin',",1
Blitzer.,1
What'd'ya,1
Donowitz.,2
quantity.,1
enchilada,1
Clarence's,1
Bama,1
spendin'.,1
buyers?,1
Kirk?,1
formica.,1
Actresses,1
fucked-in-the-head,1
"Hooker""",1
skinnier.,1
Clar,1
Chiba?,1
feature.,1
"Streetfighter"",",2
"""Return",1
"""Sister",1
"Streetfighter"".",1
Say:,1
Donowitz?,1
panther's,1
"payin',",1
doorknob,1
snagged,1
eightball?,1
goes:,1
window-sill.,1
Unloading?,1
"fanatics,",1
subscribe.,1
Lawreys.,1
Norms,1
"Boris,",2
Merchant-Ivory,1
clap-trap.,1
unwatchable,1
unreadable,1
"Oscars,",1
"""Sophie's",1
"Choice"",",1
"""Ordinary",1
"People"",",1
"""Kramer",1
"Kramer"",",1
"""Gandhi"".",1
"geriatric,",1
coffee-table,1
"Bag""",1
"""Apocalypse",1
"""Soldier",1
"Fortune""",1
wise-guy.,1
Cannes.,1
"Zhivago""",2
arbitration?,1
"Zhivago"".",1
Paramount.,1
distributers,1
Accomplish,1
"business-like,",1
"Remeber,",1
"twon,",1
Gangster.,1
Boyle.,2
"""OK"",",1
"problem"",",1
"understand"".",1
"heavy-duty,",1
bulldozer...,1
giveaway.,1
"definitly,",1
six-pack,1
imported.,1
"Fosters,",1
54th.,1
Seven-Up,1
Sicilians,4
pumpin',1
Moors,3
wops,1
Blond,2
blood-line,1
gene.,1
great-grandmother,1
half-nigger,1
lyin'?,1
Chesterfields,1
hightailed,1
Wouldda,1
"pimpin',",1
bitch-whore,1
how-full-of-shit-I-am,1
Chesterfield?,1
singularly,2
personified,1
Coccotti.,2
"Boyle,",1
od,1
Guy'd,1
McTeague.,1
break-ins.,1
Spivey,2
Spivey.,1
Breck's,1
Shatner's,1
"milita,",1
"Thunderbirds,",1
"McQueen,",1
"gladiators,",1
Okee-dokee.,1
Krinkle;,1
bluffin'.,1
bluffin,1
gang-busters.,1
rabbit'll,1
"momma,",1
two-panny,1
"granny,",1
"Krinkle,",3
somthing's,1
"Denmark,",1
Scarin',1
Dimes,1
"cryin',",1
Aids,1
intrusions.,1
throat-slitting,1
nightly,1
vial,1
dumpin',1
"crib,",1
"smack,",1
Seven-Up.,1
"""Suck",1
"ass!""",1
trippin'?,1
"""Bitch,",1
"dick!""",1
"bush!""",1
Preach,1
"Kandi,",1
room-mates.,1
room-mates?,1
Ritchie,1
Beechwood...,1
Ritchie?,1
"Donowitz,",1
Jew-boy's,1
Cardella,1
provin',1
nutsack.,1
Cardella?,2
Cardella's,1
"it...""dimensions.""",1
"stressful,",1
"""real,""",1
top...in,1
"""addicted""",1
"""dying""",1
world',1
"""WOMEN,""",1
BRAINLESS,1
TWIT!,1
WELL!,1
James...what,1
disoriented.,1
equilibrium.,1
zoned,1
position...an,1
some...misfortunes,1
"""unstable""",1
"reduction,",1
ex-shrink.,1
certifiable,1
"schemes,",1
that...???,1
is...???,1
"Kinshasa,",2
"Karachi,",2
Meaning...???,1
"1995,",1
was...I'm,1
someplace...but,1
here...as,1
you...looked,1
Airports,1
you...like,1
Then...I,1
Flowers!,1
anything...because,1
recording...distorted.,1
them...they,1
Monkeys...,1
superiors!,1
I...I...We,1
James...do,1
remember...six,1
ago...you,1
become...become,1
die...soon.,1
about...something,1
SHOW!,1
barn...,1
didn't...know.,1
in...prison,1
moon...you,1
grass...,1
Cure,2
I...I...dreamed,1
can....talk,1
"divergent,",1
Stars!,1
Air!,1
Breathe!,1
everything...the,1
"I'm...""mentally",1
"divergent"".",1
all...fuzzy.,1
you...kill,1
of...war.,1
Shot!,1
virologist.,1
Mason's,1
Mason???,1
scrapes...,1
man...with,1
"""do""",1
pipe...a,1
do...when,1
this...secret,1
Monkeys.,2
Clues?,1
Observations.,1
flushed.,1
of...what's,1
airport...before,1
"happens""...like",1
"wolf.""",1
if...something,1
"wolf!""",1
James...you,1
"""James"".",1
Zs,1
desperate...,1
money...bum,1
been...following,1
1989.,4
Cole!,3
1989!,1
the...strangest,1
before...a,1
ever...?,1
1995?,2
July?!,1
germs,2
germs?,1
germs.,2
officer...several,1
"""James""!",1
go...but,1
"""James""?",1
Railly.,1
"""voice",1
"mail"".",1
mutates,1
underground!,1
virologist,1
Bulishit!,1
"dayroom,",1
the...desecration,1
"""Wouldn't",1
"are?""",1
chattered?,1
Goines?,1
Weller?,1
"""Immaculate",2
"Escape""",1
perils,1
TORTURE,1
INTRUDER,1
DEATH.,1
"""what"",",1
When!,1
What...???,1
"Wooooo,",1
dosed,1
What....???,1
Wiping,1
"what"".",1
"underlings,",1
"minions,",1
you...properly.,1
GUEST!,1
SHEETS!,1
TOWELS!,1
HOTEL,1
DRUGS,1
NUT,1
CASE,1
MANIAC,1
